pathway	external_id	source	hgnc_symbol_ids
Rap1 signaling pathway - Homo sapiens (human)	path:hsa04015	KEGG	"ACTG1,CRKL,TLN2,RAPGEF4,RAPGEF5,RAPGEF6,AKT3,RAPGEF1,RAPGEF2,RAPGEF3,ARAP3,FGFR4,RALA,CALM2,LPAR4,CALM1,PARD6G,PIK3CA,PIK3CB,PIK3CD,PARD6B,PARD6A,PIK3CG,MAGI3,MAGI2,MAGI1,CDH1,GRIN1,FGFR1,IGF1R,ANGPT1,FPR1,EPHA2,KITLG,FGFR2,FGFR3,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,AKT1,ADCY3,ADCY8,ADCY9,KIT,F2R,LAT,MAPK1,ACTB,RASGRP2,RASGRP3,NGF,APBB1IP,CTNND1,GNAO1,HRAS,SKAP1,RASSF5,PDGFB,DOCK4,CSF1,RRAS,PDGFC,FARP2,ADORA2A,ADORA2B,CDC42,GNAI2,THBS1,TIAM1,PIK3R5,PIK3R3,PIK3R2,PIK3R1,ANGPT2,GNAI1,ANGPT4,PLCB1,PLCB2,PLCB3,PLCB4,RHOA,MRAS,VEGFD,AKT2,VEGFA,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,CALM3,LPAR2,GNAQ,GNAS,CALML3,VAV2,CALML6,CALML5,INS,PFN1,PFN2,PFN3,ITGAL,ITGAM,IGF1,LPAR5,FGF22,RALB,FGF20,FGF21,PDGFRB,PDGFRA,VEGFC,MAP2K1,VEGFB,RAP1B,RAP1A,MAPK14,KRIT1,PLCE1,MAPK11,MAPK12,MAPK13,FLT4,EGF,RAF1,GNAI3,FLT1,CNR1,TEK,RAC2,ITGA2B,CSF1R,MAPK3,FGF19,FGF18,SIPA1,FGF13,FGF12,FGF11,FGF10,FGF17,FGF16,KDR,FGF14,SRC,RALGDS,EFNA5,EFNA4,EFNA3,EFNA2,EFNA1,CTNNB1,RGS14,MAP2K6,AFDN,PLCG1,ID1,MET,F2RL3,LPAR3,LPAR1,PRKD1,PRKD2,PRKD3,EGFR,MAP2K3,MAP2K2,INSR,NGFR,CRK,CALML4,FYB,PGF,BCAR1,RAP1GAP,NRAS,TLN1,SIPA1L1,PFN4,SIPA1L3,SIPA1L2,ITGB1,PDGFA,ITGB3,ITGB2,PDGFD,RAC3,RAC1,PRKCA,PRKCB,PRKCG,PRKCZ,HGF,LCP2,VASP,P2RY1,PARD3,PRKCI,DRD2,FGF23,GRIN2B,GRIN2A,BRAF"
Ras signaling pathway - Homo sapiens (human)	path:hsa04014	KEGG	"BCL2L1,RGL2,IKBKB,RAPGEF5,AKT2,AKT3,RASA4,IKBKG,RASAL1,GNG13,RASAL3,RASAL2,FGFR4,SOS1,RALA,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,GNG11,GNG12,PIK3CG,PLA2G6,PLA2G5,PLA2G3,RELA,KRAS,SHC4,IGF1R,RAB5A,PIK3R1,SHC2,SHC3,EPHA2,HTR7,STK4,KITLG,FGFR2,FGFR3,FGFR1,PLD1,PLD2,AKT1,PTPN11,FGF12,PLCG1,KIT,GNG7,GNG4,GNG5,GNG2,GNG3,PAK4,PAK5,PAK6,PAK1,GNG8,PAK3,RASGRP2,RASGRP3,NGF,RASGRP1,RASGRP4,RASSF1,HRAS,RRAS2,RASSF5,CSF1,RRAS,RASA4B,PLA2G1B,PDGFD,JMJD7-PLA2G4B,ELK1,PLA2G12B,PLA2G12A,PRKACG,EGF,TIAM1,PIK3R5,GRB2,PIK3R3,PIK3R2,NF1,ANGPT2,KSR1,KSR2,ANGPT1,LAT,ANGPT4,IGF1,CHUK,PLA1A,MRAS,VEGFD,GRIN1,VEGFA,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,PLA2G16,PLA2G10,RASA3,CALML3,CALML6,CALML5,INS,PAK2,FGF22,RALB,FGF20,FGF21,PDGFRB,PDGFRA,VEGFC,RALBP1,GNG10,VEGFB,RAP1B,RAP1A,PLA2G4C,MAPK10,REL,SOS2,ABL1,FLT4,ABL2,RAF1,RHOA,FLT1,TEK,TBK1,CSF1R,ARF6,PLA2G4F,MAPK3,FGF19,FGF18,PLA2G4E,FGF13,NFKB1,FGF11,FGF10,FGF17,FGF16,KDR,FGF14,RALGDS,GNB5,GAB2,EFNA5,EFNA4,GNB1,EFNA2,GNB3,GNB2,PLA2G2A,PLA2G2C,PLA2G2E,PLA2G2D,PLA2G2F,GAB1,MAPK8,MAP2K1,MAPK9,RASGRF1,RASGRF2,MAP2K2,AFDN,RIN1,BAD,MET,SHOC2,PRKACA,PRKACB,CDC42,PLCE1,EGFR,PLCG2,INSR,NGFR,FOXO4,CALML4,SHC1,PGF,RAB5C,MAPK1,RGL1,RAB5B,NRAS,ETS2,ETS1,ZAP70,GNB4,PDGFA,PDGFB,PDGFC,RAC2,RAC3,RAC1,PRKCA,EFNA3,PRKCB,PRKCG,SYNGAP1,EFNA1,HGF,PLA2G4B,PLA2G4A,RASA1,RASA2,PLA2G4D,EXOC2,BRAP,FGF23,GRIN2B,GRIN2A,GNGT2,GNGT1,FASLG"
Salivary secretion - Homo sapiens (human)	path:hsa04970	KEGG	"CD38,FXYD2,CALM2,CALM3,CALM1,RYR3,LYZ,SLC12A2,TRPV6,PRH2,PRH1,ADCY4,AQP5,ATP1B4,ATP1B2,ATP1B3,ATP1B1,LPO,KCNN4,ADCY7,ATP2B1,ATP2B3,ATP2B2,ATP2B4,ADCY1,ADRA1A,ADCY5,ADCY6,ADRA1B,ADRA1D,ADCY2,ADCY3,ADCY8,ADCY9,BST1,GUCY1B3,SLC9A1,KCNMA1,DMBT1,GUCY1A3,GUCY1A2,PRKG1,PRKG2,PRKACA,PLCB1,PLCB2,PLCB3,PLCB4,ITPR2,ITPR3,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,CALML4,BEST2,AMY1A,AMY1C,AMY1B,HTN3,HTN1,SLC4A2,MUC5B,CST2,CST3,CST1,CST4,CST5,PRB1,PRB2,STATH,ADRB1,ADRB2,ADRB3,ATP1A3,ATP1A2,ATP1A1,PRKACB,ATP1A4,PRKACG,CAMP,NOS1,PRKCA,MUC7,PRKCB,CHRM3,PRKCG,VAMP2"
"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)"	path:hsa00290	KEGG	"SDSL,BCAT2,BCAT1,SDS"
Pancreatic secretion - Homo sapiens (human)	path:hsa04972	KEGG	"CD38,CPA1,FXYD2,CTRL,CELA2A,CELA2B,PNLIP,RYR2,PLA2G5,PLA2G3,SLC12A2,ATP1B4,ATP1B2,ADCY6,ATP1B1,ATP2B1,ATP2B3,ATP2B2,ATP2B4,ADCY4,ADCY5,RAB27B,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,CPB2,CPB1,BST1,CFTR,ATP2A1,ATP2A2,ATP2A3,ADCY9,PLA2G1B,SLC9A1,CPA2,CPA3,PLA2G12A,CEL,KCNMA1,RAB11A,PLCB1,PLCB2,PLCB3,PLCB4,KCNQ1,SLC26A3,ITPR2,ITPR3,RHOA,ITPR1,PLA2G10,GNAQ,GNAS,SCTR,RAP1B,RAP1A,SLC4A4,TRPC1,SLC4A2,CLCA2,CLCA1,CLCA4,RAB8A,PLA2G2A,PLA2G2C,CTRB1,PLA2G2E,PLA2G2D,PLA2G2F,TPCN2,CCKAR,ATP1A4,ATP1A3,ATP1A2,ATP1A1,PRSS1,PRSS3,PRSS2,PNLIPRP1,PNLIPRP2,AMY2A,AMY2B,RAC1,PRKCA,CELA3B,PRKCB,CHRM3,PRKCG,ATP1B3,RAB3D,CELA3A,CA2,PLA2G12B"
MAPK signaling pathway - Homo sapiens (human)	path:hsa04010	KEGG	"HSPA2,HSPA6,CRKL,HSPA8,CACNB2,IKBKB,CASP3,AKT2,AKT3,IKBKG,RAPGEF2,BDNF,EGF,PPP3R2,CACNA1H,CACNA1I,MAP3K8,PPP3R1,MAP3K2,GADD45A,GADD45B,MAP3K1,CACNA1D,MAP3K7,GNG12,MAP3K5,MAPK8IP2,PLA2G4E,MYC,TAOK3,MAP3K20,DDIT3,DUSP7,FASLG,STK3,STK4,CACNA2D2,CACNA2D3,FGFR4,CACNA2D1,FGFR2,FGFR3,CACNA2D4,KRAS,SOS1,AKT1,MAX,GRB2,ELK4,ARRB2,PAK1,PAK2,MAPK11,RELA,NFATC1,NGF,NFATC3,STMN1,RASGRP4,DUSP6,HRAS,RRAS2,TRAF2,LAMTOR3,RRAS,PPP3CA,CRK,MAPKAPK5,MAPKAPK3,MAPKAPK2,IL1R1,JMJD7-PLA2G4B,DAXX,TGFB2,PPM1B,PPM1A,RASA1,RAC1,JUN,MAPK9,ELK1,MAPK7,NF1,NLK,CACNB4,PRKCB,RELB,FOS,CDC25B,CHUK,MRAS,ECSIT,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,ARRB1,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,TNFRSF1A,MOS,PPP5C,MEF2C,CACNB3,CD14,CACNA1A,MAP3K3,FLNA,FLNB,FLNC,FGF22,CACNA1B,FGF20,FGF21,PDGFRB,PDGFRA,CACNA1C,SOS2,RASGRP3,MKNK2,MAP3K6,MKNK1,RAP1B,RAP1A,CACNA1E,MAPK14,TGFB3,MAPK10,MAP3K4,MAPK12,RASGRF1,IL1A,IL1B,GADD45G,RAF1,MECOM,PTPN7,CACNB1,PLA2G4F,MAPK3,FGF19,FGF18,DUSP9,PTPN5,FGF13,NFKB1,NFKB2,FGF10,DUSP1,FGF16,DUSP3,FGF14,TGFBR2,TGFBR1,NTF3,SRF,TAOK1,MAPK8,DUSP5,FGF12,TP53,MAPK13,MAPK8IP1,TAOK2,MAPK8IP3,CACNA1S,FGF11,RASGRF2,MAP2K2,FGF17,MAP2K1,MAPK1,PRKACG,PRKACA,PRKACB,DUSP2,NTRK1,FGFR1,CDC42,MAP4K1,TGFB1,MAP4K3,MAP4K2,MAP4K4,RASGRP2,CACNA1F,EGFR,JUND,MAP2K3,HSPA1B,HSPA1A,MAP2K7,MAP2K6,MAP2K5,MAP2K4,NTF4,CACNG7,NTRK2,HSPA1L,PPP3CB,CACNA1G,NRAS,IL1R2,DUSP8,PPP5D1,MAP3K14,PDGFA,PDGFB,RAC2,RAC3,TRAF6,HSPB1,PRKCA,NR4A1,PRKCG,TNF,DUSP4,CACNG1,PLA2G4C,PLA2G4B,PLA2G4A,DUSP16,DUSP10,RASA2,PLA2G4D,PPP3CC,RASGRP1,PTPRR,TAB2,TAB1,FGF23,CACNG8,MAP3K11,MAP3K12,MAP3K13,GNA12,BRAF,MAPT,FAS,ATF4,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,ATF2"
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	KEGG	"HSD17B12,ELOVL7,HADHB,PPT1,PPT2,HADHA,TECR,ACAA2,MECR,ACOT7,ACOT4,ACOT2,ACOT1,HACD1,HADH,HACD3,HACD2,HACD4,ELOVL6,ECHS1,ELOVL4,ELOVL5,ELOVL2,ELOVL3,ELOVL1"
Natural killer cell mediated cytotoxicity - Homo sapiens (human)	path:hsa04650	KEGG	"RAET1E,PPP3R2,RAET1G,FYN,RAET1L,IFNAR2,PTK2B,IFNAR1,ARAF,MICB,MICA,PPP3R1,TYROBP,PIK3CA,PIK3CB,PIK3CD,PIK3CG,IFNA13,IFNA10,IFNA17,IFNA16,IFNA14,SHC4,SHC1,SHC2,SHC3,IFNG,FASLG,PRF1,KRAS,SYK,PTPN11,CSF2,GRB2,ULBP2,ULBP3,ULBP1,LAT,PAK1,NFATC1,NFATC2,TNFSF10,HLA-C,HLA-B,HLA-A,HLA-G,HLA-E,ITGB2,IFNGR1,HCST,CD48,KIR2DS4,KIR2DS5,KIR2DS2,KIR2DS3,KIR2DS1,PIK3R5,PIK3R3,PIK3R2,PIK3R1,IFNGR2,PRKCG,KIR3DL1,KIR3DL2,PTPN6,GZMB,VAV1,VAV3,VAV2,KIR2DL3,KIR2DL2,KIR2DL1,ITGAL,KIR2DL4,LCK,SH2D1B,SH2D1A,MAP2K1,TNFRSF10C,TNFRSF10B,TNFRSF10A,SH3BP2,TNFRSF10D,RAF1,FCER1G,IFNB1,MAPK3,MAPK1,ICAM2,ICAM1,HRAS,KIR2DL5A,IFNA8,KLRC4-KLRK1,SOS1,MAP2K2,IFNA2,IFNA1,IFNA7,IFNA6,IFNA5,IFNA4,IFNA21,SOS2,KLRD1,FCGR3A,FCGR3B,CD244,PLCG2,PLCG1,CD247,FAS,BID,NRAS,ZAP70,KLRC1,KLRC3,KLRC2,RAC2,RAC3,RAC1,PRKCA,PRKCB,NCR3,NCR2,NCR1,TNF,LCP2,CASP3,KLRK1,BRAF,PPP3CA,PPP3CB,PPP3CC"
Ovarian steroidogenesis - Homo sapiens (human)	path:hsa04913	KEGG	"CYP2J2,PTGS2,STAR,ADCY5,CYP17A1,INSR,BMP15,AKR1C3,LHCGR,GDF9,CYP11A1,CYP1B1,FSHB,CGA,FSHR,HSD17B1,HSD17B2,ADCY3,HSD17B7,IGF1R,IGF1,LHB,CYP1A1,ALOX5,LDLR,PLA2G4C,PLA2G4B,PLA2G4A,ACOT2,PLA2G4F,PLA2G4E,PLA2G4D,ADCY4,BMP6,ADCY6,ADCY7,ADCY1,ADCY2,GNAS,JMJD7-PLA2G4B,SCARB1,CYP19A1,ADCY8,ADCY9,INS,PRKACG,PRKACA,HSD3B1,HSD3B2,PRKACB"
Leishmaniasis - Homo sapiens (human)	path:hsa05140	KEGG	"TGFB1,TGFB2,TGFB3,FCGR1A,NCF2,NFKBIB,NFKBIA,FCGR3A,IL12B,IL12A,FCGR3B,MAPK14,ITGB2,IFNGR1,MAPK12,MAPK13,IL1A,IL1B,CYBA,HLA-DRA,STAT1,HLA-DOA,NCF4,JUN,MAP3K7,MAPK3,MAPK1,JAK2,JAK1,C3,HLA-DQB1,RELA,MYD88,IFNGR2,ITGAM,MARCKSL1,HLA-DPB1,NOS2,PRKCB,TLR4,TRAF6,FOS,IFNG,HLA-DRB3,HLA-DRB1,FCGR2C,HLA-DRB4,FCGR2A,TNF,ITGB1,NFKB1,HLA-DRB5,PTPN6,IRAK1,PTGS2,IL10,TAB2,TAB1,CR1,IL4,TLR2,ITGA4,ELK1,IRAK4,HLA-DOB,HLA-DPA1,NCF1,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQA2,MAPK11"
Fatty acid biosynthesis - Homo sapiens (human)	path:hsa00061	KEGG	"ACACA,ACACB,ACSL3,OLAH,ACSL1,ACSL6,OXSM,ACSL4,ACSL5,FASN,ACSBG1,ACSBG2,MCAT"
Mineral absorption - Homo sapiens (human)	path:hsa04978	KEGG	"VDR,MT2A,MT1G,SLC31A1,SLC26A9,FXYD2,S100G,ATP7A,MT1HL1,MT1X,SLC9A3,SLC30A1,CYBRD1,MT1M,SLC6A19,SLC34A2,MT1H,TF,MT1E,MT1F,TRPM7,MT1A,MT1B,SLC46A1,CLCN2,ATP1B4,ATP1B2,ATP1B3,ATP1B1,TRPV6,SLC26A3,SLC26A6,ATP2B1,SLC11A2,SLC39A4,TRPM6,FTL,FTH1,SLC40A1,ATOX1,SLC5A1,SLC11A1,HMOX1,HMOX2,HEPH,ATP1A4,ATP1A3,ATP1A2,ATP1A1,STEAP1,STEAP2,SLC8A1"
Malaria - Homo sapiens (human)	path:hsa05144	KEGG	"CCL2,TGFB1,TGFB2,TGFB3,CD40LG,CR1,IL12A,HBB,HBA1,KLRB1,IL1B,PECAM1,HBA2,MET,CD81,THBS4,THBS2,THBS3,THBS1,ICAM1,CXCL8,MYD88,IL6,ITGB2,IFNG,COMP,CD40,TNF,CD36,HGF,GYPA,GYPB,GYPC,IL18,LRP1,KLRC4-KLRK1,KLRK1,SELE,SDC2,ACKR1,CSF3,TLR2,IL10,ITGAL,TLR4,SDC1,TLR9,SELP,VCAM1"
Toxoplasmosis - Homo sapiens (human)	path:hsa05145	KEGG	"BCL2L1,HSPA2,HSPA6,HSPA8,IKBKB,AKT1,AKT2,AKT3,IKBKG,TYK2,PIK3CA,PIK3CB,PIK3CD,MAP3K7,PIK3CG,HLA-DQB1,RELA,IRAK1,IRAK4,HLA-DPB1,IFNG,HLA-DRB3,ALOX5,HLA-DRB1,HLA-DRB4,HLA-DRB5,LY96,JAK2,SOCS1,TLR2,TLR4,MAPK11,IL10RA,IL10RB,NFKBIB,GNAO1,NFKBIA,ITGA6,IFNGR1,IFNGR2,LAMB1,LAMB3,LAMB2,LAMB4,PIK3R5,PIK3R3,PIK3R2,PIK3R1,JAK1,MYD88,CHUK,LAMC2,LAMC3,LAMC1,IRGM,TNFRSF1A,CD40LG,MAPK14,XIAP,MAPK10,CCR5,MAPK12,MAPK13,GNAI2,GNAI3,GNAI1,STAT3,STAT1,CIITA,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,IL12B,LDLR,CYCS,IL10,HSPA1A,HLA-DOA,HLA-DOB,HLA-DPA1,PPIF,TGFB1,TGFB2,TGFB3,BIRC8,BIRC7,BIRC3,BIRC2,IL12A,MAP2K3,HSPA1B,BAD,MAP2K6,HSPA1L,HLA-DRA,ITGB1,NOS2,TRAF6,CD40,TNF,CASP3,TAB2,TAB1,CASP8,CASP9,PDPK1,BCL2,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DMA"
Taurine and hypotaurine metabolism - Homo sapiens (human)	path:hsa00430	KEGG	"BAAT,CSAD,CDO1,GGT1,GGT6,GGT7,GGT5,GADL1,ADO,GAD1,GAD2"
Primary bile acid biosynthesis - Homo sapiens (human)	path:hsa00120	KEGG	"CYP7B1,ACOX2,CYP8B1,CYP46A1,SCP2,AKR1D1,AKR1C4,CYP27A1,AMACR,HSD3B7,CYP39A1,ACOT8,SLC27A5,CYP7A1,HSD17B4,BAAT,CH25H"
Sphingolipid signaling pathway - Homo sapiens (human)	path:hsa04071	KEGG	"PPP2R3B,PPP2R3C,PPP2R3A,AKT1,AKT2,AKT3,MS4A2,CERS6,SGPL1,CERS5,CERS2,CERS3,CERS1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,SPTLC2,SPTLC3,SPTLC1,RELA,PPP2R2D,PPP2R2A,PPP2R2C,PPP2R2B,KRAS,PLD1,PLD2,PPP2CA,PPP2CB,PTEN,MAPK10,MAPK11,ADORA1,ADORA3,MAPK13,GAB2,RAF1,PIK3R5,PIK3R3,PIK3R2,PIK3R1,PLCB1,PLCB2,PLCB3,PLCB4,CERS4,HRAS,RHOA,TP53,GNAQ,TNFRSF1A,PRKCZ,PPP2R5D,PPP2R5E,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R1A,PPP2R1B,MAPK14,SMPD1,S1PR5,MAPK12,SMPD2,NSMAF,MAP3K5,GNAI2,GNAI3,GNAI1,FCER1G,FCER1A,S1PR3,S1PR2,S1PR1,TRADD,S1PR4,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,SGPP2,SGPP1,FYN,DEGS1,DEGS2,BDKRB2,SPHK2,SPHK1,BAX,MAP2K2,MAP2K1,SGMS2,SGMS1,ACER2,ACER1,ASAH1,ASAH2,BID,NRAS,GNA13,TRAF2,NOS3,RAC2,RAC3,RAC1,PRKCA,CTSD,PRKCB,PRKCE,PRKCG,TNF,ROCK1,ROCK2,GNA12,OPRD1,PDPK1,ABCC1,BCL2"
Phosphatidylinositol signaling system - Homo sapiens (human)	path:hsa04070	KEGG	"IPMK,PI4K2B,PI4K2A,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,INPP4B,INPP4A,PIK3CG,MTMR8,MTMR7,MTMR6,MTMR4,PIP4K2A,MTMR2,MTMR1,PIP4K2B,DGKK,MTM1,IMPA1,IMPA2,PIK3C2G,PIK3C3,IP6K3,IP6K2,IP6K1,DGKH,INPP5A,INPP5B,INPP5D,INPP5E,INPP5J,INPP5K,PPIP5K2,PTEN,PPIP5K1,CDS1,PIP5K1A,IMPAD1,ITPKA,ITPKC,ITPKB,PIK3R3,PIK3R2,PIK3R1,ITPK1,PLCB1,PLCB2,PLCB3,PLCB4,PIKFYVE,PIK3R5,ITPR2,ITPR3,ITPR1,CALML3,CALML6,CALML5,CALML4,PI4KB,PI4KA,PLCZ1,PLCE1,CDIPT,MTMR14,PLCD4,PLCD3,PLCD1,PIP5K1C,MTMR3,CDS2,PIP4K2C,OCRL,PLCG2,PLCG1,DGKZ,INPPL1,DGKQ,TMEM55A,TMEM55B,DGKI,SYNJ1,SYNJ2,DGKB,DGKA,DGKG,DGKD,DGKE,PRKCA,PRKCB,PRKCG,IPPK,INPP1,PIK3C2B,PIK3C2A,PIP5K1B"
Phospholipase D signaling pathway - Homo sapiens (human)	path:hsa04072	KEGG	"AVPR1B,AVPR1A,FYN,PTGFR,RAPGEF4,AKT1,PTK2B,AKT3,RAPGEF3,MS4A2,EGF,CXCR2,PIK3CA,PIK3CB,PIK3CD,CXCR1,PIK3CG,GRM8,SHC4,SHC1,SHC2,SHC3,KITLG,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,PLD2,ADCY3,SYK,CXCL8,AVPR2,ADCY8,AKT2,KIT,F2R,GRB2,PTPN11,HRAS,RRAS2,GAB2,ADCY9,RRAS,DNM1,DNM3,DNM2,ADCY2,TSC2,PIK3R5,PIK3R3,PIK3R2,PIK3R1,GRM4,GRM5,GRM6,GRM7,GRM1,GRM2,GRM3,PLCB1,PLCB2,PLCB3,PLCB4,MRAS,RHOA,RHEB,GNAS,JMJD7-PLA2G4B,AVP,INS,AGTR1,LPAR5,RALB,RALA,PDGFRB,PDGFRA,MAP2K1,PLA2G4C,RAF1,CYTH3,TSC1,FCER1G,FCER1A,ARF1,ARF6,CYTH4,MAPK3,MAPK1,PLPP1,PLPP3,PLPP2,RALGDS,MTOR,GAB1,SOS2,SOS1,MAP2K2,PIP5K1C,PIP5K1B,PIP5K1A,PLCG1,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,LPAR2,LPAR3,LPAR1,LPAR6,LPAR4,PLD1,SPHK1,EGFR,PLCG2,INSR,DGKZ,DGKQ,NRAS,DGKK,DGKH,DGKI,DGKB,DGKA,DGKG,DGKD,DGKE,PDGFA,PDGFB,PDGFC,PDGFD,PRKCA,CYTH1,PLA2G4B,PLA2G4A,CYTH2,PLA2G4F,PLA2G4E,PLA2G4D,GNA12,GNA13"
Caffeine metabolism - Homo sapiens (human)	path:hsa00232	KEGG	"NAT2,CYP1A2,XDH,NAT1,CYP2A6"
Bacterial invasion of epithelial cells - Homo sapiens (human)	path:hsa05100	KEGG	"MAD2L2,CBLC,PTK2,DNM3,CRKL,CBLB,DOCK1,ILK,GAB1,CTNNB1,CTTN,SEPT9,WASL,CLTC,CLTB,SEPT12,SEPT6,SEPT1,CAV3,SEPT3,CAV1,SEPT8,BCAR1,WASF1,WASF2,RHOG,PIK3CB,RAC1,PIK3CD,PIK3CG,CBL,PIK3R5,HCLS1,PIK3R3,PIK3R2,PIK3R1,CDH1,SEPT2,SEPT11,PXN,SHC4,SRC,SHC1,SHC2,SHC3,ARPC3,ARPC2,VCL,ARPC5,ARPC4,ITGA5,DNM1,ITGB1,CRK,CLTCL1,RHOA,WAS,CTNNA1,CTNNA2,CTNNA3,FN1,DNM2,ARPC1B,ARPC1A,ARPC5L,CAV2,CD2AP,MET,CDC42,ARHGAP10,PIK3CA,CLTA,ACTB,ELMO3,ACTG1,ELMO1,ELMO2,ARHGEF26"
PPAR signaling pathway - Homo sapiens (human)	path:hsa03320	KEGG	"PCK2,CPT2,ACOX1,FABP1,SCP2,ILK,CD36,FABP6,SORBS1,FABP4,PCK1,ME1,APOC3,ACSBG2,SLC27A4,SLC27A1,APOA5,PLIN4,PLIN5,PLIN2,ACADM,ADIPOQ,PLIN1,ACSBG1,FADS2,SCD,GK2,ACOX3,CPT1C,ACAA1,APOA2,FABP2,APOA1,CYP8B1,CYP7A1,NR1H3,CPT1A,AQP7,HMGCS2,CPT1B,FABP5,RXRG,RXRA,RXRB,SCD5,GK,PPARG,PPARD,LPL,FABP3,PPARA,SLC27A5,UCP1,SLC27A6,EHHADH,SLC27A2,DBI,OLR1,FABP7,ACOX2,ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,CYP27A1,ACADL,ANGPTL4,PLTP,UBC,PDPK1,MMP1"
Shigellosis - Homo sapiens (human)	path:hsa05131	KEGG	"MAD2L2,ARPC5L,ACTG1,CRKL,NFKBIB,NFKBIA,UBE2D2,ITGA5,MAPK14,RIPK2,MAPK10,WASL,MAPK12,MAPK13,ABL1,CRK,WASF1,WASF2,U2AF1,RHOG,CTTN,MAPK11,MAPK3,MAPK1,NOD1,ATG5,HCLS1,NFKB1,RELA,MAPK9,ITGB1,SRC,DOCK1,DIAPH1,RAC1,ARPC3,CD44,ARPC2,NOD2,VCL,CHUK,ARPC5,ARPC4,U2AF1L4,U2AF1L5,WAS,MAPK8,IKBKB,FBXW11,ARPC1B,ARPC1A,BTRC,ROCK1,ROCK2,PFN1,PFN2,CDC42,PFN4,CXCL8,ACTB,ELMO3,PFN3,ELMO1,ELMO2,IKBKG"
Amphetamine addiction - Homo sapiens (human)	path:hsa05031	KEGG	"SLC6A3,HDAC1,GRIN2C,PPP3R2,PPP3R1,GRIA2,JUN,FOSB,GRIA1,GRIA4,GRIN3B,CREB3L4,CALML4,PRKACG,PPP3CB,STX1A,PPP1R1B,CALM2,CALM3,MAOB,CACNA1C,CACNA1D,CAMK4,GRIN3A,PRKCA,GRIN2A,TH,GRIA3,GRIN1,CREB3L1,SIRT1,PRKCB,PDYN,FOS,CAMK2D,CREB3,CREB5,CAMK2G,CREB1,CAMK2A,CAMK2B,PPP1CA,PRKCG,ATF4,DDC,ATF6B,ADCY5,PPP1CB,PPP1CC,GNAS,CALML3,SLC18A2,CALM1,CALML6,CALML5,DRD1,GRIN2B,CREB3L3,MAOA,ARC,PRKACA,CREB3L2,GRIN2D,PRKACB,PPP3CA,SLC18A1,PPP3CC,ATF2"
Pathogenic Escherichia coli infection - Homo sapiens (human)	path:hsa05130	KEGG	"TUBA8,ACTG1,ARPC1B,FYN,ROCK1,CTNNB1,LY96,CTTN,EZR,ABL1,YWHAZ,TUBA3C,TUBB2A,TUBA3E,TUBA3D,TUBA1C,TUBA1B,TUBA1A,YWHAQ,ARHGEF2,ARPC3,CDH1,CLDN1,ITGB1,TUBB8,TUBB6,ARPC2,TUBB3,ARPC5,ARPC4,HCLS1,PRKCA,OCLN,TUBA4A,RHOA,TUBB1,WAS,TUBB2B,TUBAL3,NCK1,NCK2,TUBB4B,TUBB4A,ARPC5L,TUBB,ROCK2,CD14,CDC42,NCL,TLR4,TLR5,ACTB,KRT18,ARPC1A,WASL"
Homologous recombination - Homo sapiens (human)	path:hsa03440	KEGG	"ATM,TOP3A,MUS81,BRIP1,XRCC3,XRCC2,UIMC1,RAD54B,RAD54L,FAM175A,SYCP3,POLD1,POLD2,POLD3,POLD4,NBN,BRCA1,BRCA2,BARD1,MRE11,BRCC3,BLM,SSBP1,RAD51D,RAD51C,RAD51B,SEM1,RBBP8,TOPBP1,RPA4,PALB2,RPA1,RPA3,RPA2,BABAM1,RAD52,RAD51,RAD50,BRE,EME1,TOP3B"
